runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x9698,7,문자,1,도,0x9698~0x9699,0,50,20,0x1CF27,3F,0F,0x1CB40,0x29,0x018,e9ae2b
0x9699,7,문자,1,도,0x9698~0x9699,1,FB,2E,0x1CF26,EB,1E,0x1CB40,0x29,0x019,e9ae2b
0x969A,8,문자,2,움,0x969A~0x969B,0,10,F0,0x1CF25,01,E1,0x1CB40,0x29,0x01A,e9ae2b
0x969B,8,문자,2,움,0x969A~0x969B,1,19,D5,0x1CF24,0B,C7,0x1CB40,0x29,0x01B,e9ae2b
0x969C,9,문자,3,␠,0x969C~0x969D,0,90,18,0x1CF23,83,0B,0x1CB40,0x29,0x01C,e2f0d9
0x969D,9,문자,3,␠,0x969C~0x969D,1,38,12,0x1CF22,2C,06,0x1CB40,0x29,0x01D,e2f0d9
0x969E,10,문자,4,따,0x969E~0x969F,0,C0,40,0x1CF21,B5,35,0x1CB40,0x29,0x01E,e9ae2b
0x969F,10,문자,4,따,0x969E~0x969F,1,38,30,0x1CF20,2E,26,0x1CB40,0x29,0x01F,e9ae2b
0x96A0,11,문자,5,윈,0x96A0~0x96A1,0,B0,10,0x1CF1F,A7,07,0x1CB40,0x29,0x020,e9ae2b
0x96A1,11,문자,5,윈,0x96A0~0x96A1,1,38,DE,0x1CF1E,30,D6,0x1CB40,0x29,0x021,e9ae2b
0x96A2,12,문자,6,␠,0x96A2~0x96A3,0,00,18,0x1CF1D,F9,11,0x1CB40,0x29,0x022,e2f0d9
0x96A3,12,문자,6,␠,0x96A2~0x96A3,1,A7,12,0x1CF1C,A1,0C,0x1CB40,0x29,0x023,e2f0d9
0x96A4,13,문자,7,받,0x96A4~0x96A5,0,80,A0,0x1CF1B,7B,9B,0x1CB40,0x29,0x024,e9ae2b
0x96A5,13,문자,7,받,0x96A4~0x96A5,1,18,39,0x1CF1A,14,35,0x1CB40,0x29,0x025,e9ae2b
