runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x9698,7,문자,1,바,0x9698~0x9699,0,40,80,0x1AEA7,2E,6E,0x1AAC0,0x2A,0x018,e9ae2b
0x9699,7,문자,1,바,0x9698~0x9699,1,3B,39,0x1AEA6,2A,28,0x1AAC0,0x2A,0x019,e9ae2b
0x969A,8,문자,2,니,0x969A~0x969B,0,10,F0,0x1AEA5,00,E0,0x1AAC0,0x2A,0x01A,e9ae2b
0x969B,8,문자,2,니,0x969A~0x969B,1,1A,25,0x1AEA4,0B,16,0x1AAC0,0x2A,0x01B,e9ae2b
0x969C,9,문자,3,티,0x969C~0x969D,0,B0,D0,0x1AEA3,A2,C2,0x1AAC0,0x2A,0x01C,e9ae2b
0x969D,9,문자,3,티,0x969C~0x969D,1,2A,E2,0x1AEA2,1D,D5,0x1AAC0,0x2A,0x01D,e9ae2b
0x969E,10,문자,4,에,0x969E~0x969F,0,60,40,0x1AEA1,54,34,0x1AAC0,0x2A,0x01E,e9ae2b
0x969F,10,문자,4,에,0x969E~0x969F,1,2A,9F,0x1AEA0,1F,94,0x1AAC0,0x2A,0x01F,e9ae2b
0x96A0,11,문자,5,␠,0x96A0~0x96A1,0,30,18,0x1AE9F,26,0E,0x1AAC0,0x2A,0x020,e2f0d9
0x96A1,11,문자,5,␠,0x96A0~0x96A1,1,1A,12,0x1AE9E,11,09,0x1AAC0,0x2A,0x021,e2f0d9
0x96A2,12,문자,6,오,0x96A2~0x96A3,0,80,B0,0x1AE9D,78,A8,0x1AAC0,0x2A,0x022,e9ae2b
0x96A3,12,문자,6,오,0x96A2~0x96A3,1,2B,9F,0x1AE9C,24,98,0x1AAC0,0x2A,0x023,e9ae2b
0x96A4,13,문자,7,신,0x96A4~0x96A5,0,80,D0,0x1AE9B,7A,CA,0x1AAC0,0x2A,0x024,e9ae2b
0x96A5,13,문자,7,신,0x96A4~0x96A5,1,38,3F,0x1AE9A,33,3A,0x1AAC0,0x2A,0x025,e9ae2b
0x96A6,14,문자,8,␠,0x96A6~0x96A7,0,60,18,0x1AE99,5C,14,0x1AAC0,0x2A,0x026,e2f0d9
0x96A7,14,문자,8,␠,0x96A6~0x96A7,1,18,12,0x1AE98,15,0F,0x1AAC0,0x2A,0x027,e2f0d9
0x96A8,15,문자,9,걸,0x96A8~0x96A9,0,30,C0,0x1AE97,2E,BE,0x1AAC0,0x2A,0x028,e9ae2b
0x96A9,15,문자,9,걸,0x96A8~0x96A9,1,19,1D,0x1AE96,18,1C,0x1AAC0,0x2A,0x029,e9ae2b
0x96AA,16,문자,10,␠,0x96AA~0x96AB,0,D0,18,0x1AE95,D0,18,0x1AAC0,0x2A,0x02A,e2f0d9
0x96AB,16,문자,10,␠,0x96AA~0x96AB,1,19,12,0x1AE94,1A,13,0x1AAC0,0x2A,0x02B,e2f0d9
0x96AC,17,문자,11,환,0x96AC~0x96AD,0,20,90,0x1AE93,22,92,0x1AAC0,0x2A,0x02C,e9ae2b
0x96AD,17,문자,11,환,0x96AC~0x96AD,1,12,E4,0x1AE92,15,E7,0x1AAC0,0x2A,0x02D,e9ae2b
0x96AE,18,문자,12,영,0x96AE~0x96AF,0,50,90,0x1AE91,54,94,0x1AAC0,0x2A,0x02E,e9ae2b
0x96AF,18,문자,12,영,0x96AE~0x96AF,1,5A,9F,0x1AE90,5F,A4,0x1AAC0,0x2A,0x02F,e9ae2b
0x96B0,19,문자,13,합,0x96B0~0x96B1,0,20,90,0x1AE8F,26,96,0x1AAC0,0x2A,0x030,e9ae2b
0x96B1,19,문자,13,합,0x96B0~0x96B1,1,B7,E3,0x1AE8E,BE,EA,0x1AAC0,0x2A,0x031,e9ae2b
0x96B2,20,문자,14,니,0x96B2~0x96B3,0,60,F0,0x1AE8D,68,F8,0x1AAC0,0x2A,0x032,e9ae2b
0x96B3,20,문자,14,니,0x96B2~0x96B3,1,12,25,0x1AE8C,1B,2E,0x1AAC0,0x2A,0x033,e9ae2b
0x96B4,21,문자,15,다,0x96B4~0x96B5,0,60,C0,0x1AE8B,6A,CA,0x1AAC0,0x2A,0x034,e9ae2b
0x96B5,21,문자,15,다,0x96B4~0x96B5,1,12,27,0x1AE8A,1D,32,0x1AAC0,0x2A,0x035,e9ae2b
0x96B6,22,문자,16,",",0x96B6~0x96B7,0,60,20,0x1AE89,6C,2C,0x1AAC0,0x2A,0x036,e2f0d9
0x96B8,23,문자,17,유,0x96B8~0x96B9,0,40,20,0x1AE87,4E,2E,0x1AAC0,0x2A,0x038,e9ae2b
0x96B9,23,문자,17,유,0x96B8~0x96B9,1,3B,DE,0x1AE86,4A,ED,0x1AAC0,0x2A,0x039,e9ae2b
0x96BB,24,문자,18,코,0x96BA~0x96BB,1,1A,E2,0x1AE84,2B,F3,0x1AAC0,0x2A,0x03B,e9ae2b
0x96BC,25,문자,19,・,0x96BC~0x96BD,0,A0,60,0x1AE83,B2,72,0x1AAC0,0x2A,0x03C,e2f0d9
0x96BD,25,문자,19,・,0x96BC~0x96BD,1,3A,12,0x1AE82,4D,25,0x1AAC0,0x2A,0x03D,e2f0d9
0x96BE,26,문자,20,・,0x96BE~0x96BF,0,90,60,0x1AE81,A4,74,0x1AAC0,0x2A,0x03E,e2f0d9
0x96BF,26,문자,20,・,0x96BE~0x96BF,1,1B,12,0x1AE80,30,27,0x1AAC0,0x2A,0x03F,e2f0d9
0x96C0,27,문자,21,・,0x96C0~0x96C1,0,E0,60,0x1AE7F,F6,76,0x1AAC0,0x2A,0x040,e2f0d9
0x96C1,27,문자,21,・,0x96C0~0x96C1,1,28,12,0x1AE7E,3F,29,0x1AAC0,0x2A,0x041,e2f0d9
0x96C2,28,문자,22,␠,0x96C2~0x96C3,0,F0,18,0x1AE7D,08,30,0x1AAC0,0x2A,0x042,e2f0d9
0x96C3,28,문자,22,␠,0x96C2~0x96C3,1,C0,12,0x1AE7C,D9,2B,0x1AAC0,0x2A,0x043,e2f0d9
0x96C4,29,문자,23,바,0x96C4~0x96C5,0,E0,80,0x1AE7B,FA,9A,0x1AAC0,0x2A,0x044,e9ae2b
0x96C5,29,문자,23,바,0x96C4~0x96C5,1,B6,39,0x1AE7A,D1,54,0x1AAC0,0x2A,0x045,e9ae2b
0x96C6,30,문자,24,리,0x96C6~0x96C7,0,80,70,0x1AE79,9C,8C,0x1AAC0,0x2A,0x046,e9ae2b
0x96C7,30,문자,24,리,0x96C6~0x96C7,1,38,34,0x1AE78,55,51,0x1AAC0,0x2A,0x047,e9ae2b
0x96C8,31,문자,25,스,0x96C8~0x96C9,0,60,70,0x1AE77,7E,8E,0x1AAC0,0x2A,0x048,e9ae2b
0x96C9,31,문자,25,스,0x96C8~0x96C9,1,12,3F,0x1AE76,31,5E,0x1AAC0,0x2A,0x049,e9ae2b
0x96CA,32,문자,26,의,0x96CA~0x96CB,0,60,80,0x1AE75,80,A0,0x1AAC0,0x2A,0x04A,e9ae2b
0x96CB,32,문자,26,의,0x96CA~0x96CB,1,12,DE,0x1AE74,33,FF,0x1AAC0,0x2A,0x04B,e9ae2b
0x96CC,33,문자,27,␠,0x96CC~0x96CD,0,60,18,0x1AE73,82,3A,0x1AAC0,0x2A,0x04C,e2f0d9
0x96CE,34,문자,28,전,0x96CE~0x96CF,0,30,B0,0x1AE71,54,D4,0x1AAC0,0x2A,0x04E,e9ae2b
0x96CF,34,문자,28,전,0x96CE~0x96CF,1,12,DF,0x1AE70,37,04,0x1AAC0,0x2A,0x04F,e9ae2b
0x96D0,35,문자,29,사,0x96D0~0x96D1,0,19,E0,0x1AE6F,3F,06,0x1AAC0,0x2A,0x050,e9ae2b
0x96D1,35,문자,29,사,0x96D0~0x96D1,1,00,3C,0x1AE6E,27,63,0x1AAC0,0x2A,0x051,e9ae2b
0x96D2,36,문자,30,여,0x96D2~0x96D3,0,75,50,0x1AE6D,9D,78,0x1AAC0,0x2A,0x052,e9ae2b
0x96D3,36,문자,30,여,0x96D2~0x96D3,1,15,9F,0x1AE6C,3E,C8,0x1AAC0,0x2A,0x053,e9ae2b
0x96D4,37,문자,31,・,0x96D4~0x96D5,0,00,60,0x1AE6B,2A,8A,0x1AAC0,0x2A,0x054,e2f0d9
0x96D5,37,문자,31,・,0x96D4~0x96D5,1,17,12,0x1AE6A,42,3D,0x1AAC0,0x2A,0x055,e2f0d9
0x96D6,38,문자,32,・,0x96D6~0x96D7,0,00,60,0x1AE69,2C,8C,0x1AAC0,0x2A,0x056,e2f0d9
0x96D7,38,문자,32,・,0x96D6~0x96D7,1,1A,12,0x1AE68,47,3F,0x1AAC0,0x2A,0x057,e2f0d9
0x96D8,39,문자,33,・,0x96D8~0x96D9,0,00,60,0x1AE67,2E,8E,0x1AAC0,0x2A,0x058,e2f0d9
0x96D9,39,문자,33,・,0x96D8~0x96D9,1,04,12,0x1AE66,33,41,0x1AAC0,0x2A,0x059,e2f0d9
0x96DA,40,문자,34,。,0x96DA~0x96DB,0,16,30,0x1AE65,46,60,0x1AAC0,0x2A,0x05A,e2f0d9
0x96DB,40,문자,34,。,0x96DA~0x96DB,1,00,12,0x1AE64,31,43,0x1AAC0,0x2A,0x05B,e2f0d9
0x96DC,41,제어,,,0x96DC~0x96DE,0,12,19,0x1AE63,44,4B,0x1AAC0,0x2A,0x05C,fce4d6
0x96DE,41,제어,,,0x96DC~0x96DE,2,23,75,0x1AE61,57,A9,0x1AAC0,0x2A,0x05E,fce4d6
0x96DF,42,제어,,,0x96DF~0x96E0,0,00,15,0x1AE60,35,4A,0x1AAC0,0x2A,0x05F,fce4d6
0x96E0,42,제어,,,0x96DF~0x96E0,1,38,00,0x1AE5F,6E,36,0x1AAC0,0x2A,0x060,fce4d6
0x96E1,43,제어,,,0x96E1~0x96E2,0,19,17,0x1AE5E,50,4E,0x1AAC0,0x2A,0x061,fce4d6
0x96E2,43,제어,,,0x96E1~0x96E2,1,C8,00,0x1AE5D,00,38,0x1AAC0,0x2A,0x062,fce4d6
0x96E3,44,제어,,,0x96E3~0x96E5,0,38,1A,0x1AE5C,71,53,0x1AAC0,0x2A,0x063,fce4d6
0x96E4,44,제어,,,0x96E3~0x96E5,1,F8,00,0x1AE5B,32,3A,0x1AAC0,0x2A,0x064,fce4d6
0x96E5,44,제어,,,0x96E3~0x96E5,2,28,04,0x1AE5A,63,3F,0x1AAC0,0x2A,0x065,fce4d6
0x96E6,45,제어,,,0x96E6~0x96E7,0,48,16,0x1AE59,84,52,0x1AAC0,0x2A,0x066,fce4d6
0x96E7,45,제어,,,0x96E6~0x96E7,1,59,00,0x1AE58,96,3D,0x1AAC0,0x2A,0x067,fce4d6
0x96E8,46,제어,,,0x96E8~0x96EB,0,88,12,0x1AE57,C6,50,0x1AAC0,0x2A,0x068,fce4d6
0x96E9,46,제어,,,0x96E8~0x96EB,1,38,00,0x1AE56,77,3F,0x1AAC0,0x2A,0x069,fce4d6
0x96EA,46,제어,,,0x96E8~0x96EB,2,20,23,0x1AE55,60,63,0x1AAC0,0x2A,0x06A,fce4d6
0x96EB,46,제어,,,0x96E8~0x96EB,3,12,00,0x1AE54,53,41,0x1AAC0,0x2A,0x06B,fce4d6
0x96EC,47,문자,35,이,0x96EC~0x96ED,0,48,98,0x1AE53,8A,DA,0x1AAC0,0x2A,0x06C,e2f0d9
0x96ED,47,문자,35,이,0x96EC~0x96ED,1,59,DE,0x1AE52,9C,21,0x1AAC0,0x2A,0x06D,e2f0d9
0x96EE,48,문자,36,건,0x96EE~0x96EF,0,60,B8,0x1AE51,A4,FC,0x1AAC0,0x2A,0x06E,e2f0d9
0x96EF,48,문자,36,건,0x96EE~0x96EF,1,12,1D,0x1AE50,57,62,0x1AAC0,0x2A,0x06F,e2f0d9
0x96F0,49,문자,37,␠,0x96F0~0x96F1,0,60,18,0x1AE4F,A6,5E,0x1AAC0,0x2A,0x070,e2f0d9
0x96F2,50,문자,38,꿈,0x96F2~0x96F3,0,60,68,0x1AE4D,A8,B0,0x1AAC0,0x2A,0x072,e2f0d9
0x96F3,50,문자,38,꿈,0x96F2~0x96F3,1,12,24,0x1AE4C,5B,6D,0x1AAC0,0x2A,0x073,e2f0d9
0x96F4,51,문자,39,、,0x96F4~0x96F5,0,48,20,0x1AE4B,92,6A,0x1AAC0,0x2A,0x074,e2f0d9
0x96F5,51,문자,39,、,0x96F4~0x96F5,1,F6,12,0x1AE4A,41,5D,0x1AAC0,0x2A,0x075,e2f0d9
0x96F6,52,문자,40,꿈,0x96F6~0x96F7,0,F8,68,0x1AE49,44,B4,0x1AAC0,0x2A,0x076,e2f0d9
0x96F7,52,문자,40,꿈,0x96F6~0x96F7,1,28,24,0x1AE48,75,71,0x1AAC0,0x2A,0x077,e2f0d9
0x96F8,53,문자,41,이,0x96F8~0x96F9,0,E8,98,0x1AE47,36,E6,0x1AAC0,0x2A,0x078,e2f0d9
0x96F9,53,문자,41,이,0x96F8~0x96F9,1,29,DE,0x1AE46,78,2D,0x1AAC0,0x2A,0x079,e2f0d9
0x96FB,54,문자,42,야,0x96FA~0x96FB,1,28,6C,0x1AE44,79,BD,0x1AAC0,0x2A,0x07B,e2f0d9
0x96FC,55,문자,43,・,0x96FC~0x96FD,0,28,60,0x1AE43,7A,B2,0x1AAC0,0x2A,0x07C,e2f0d9
0x96FD,55,문자,43,・,0x96FC~0x96FD,1,7F,12,0x1AE42,D2,65,0x1AAC0,0x2A,0x07D,e2f0d9
0x96FE,56,문자,44,・,0x96FE~0x96FF,0,68,60,0x1AE41,BC,B4,0x1AAC0,0x2A,0x07E,e2f0d9
0x96FF,56,문자,44,・,0x96FE~0x96FF,1,28,12,0x1AE40,7D,67,0x1AAC0,0x2A,0x07F,e2f0d9
0x9700,57,문자,45,・,0x9700~0x9701,0,B8,60,0x1AE3F,0E,B6,0x1AAC0,0x2A,0x080,e2f0d9
0x9701,57,문자,45,・,0x9700~0x9701,1,38,12,0x1AE3E,8F,69,0x1AAC0,0x2A,0x081,e2f0d9
0x9702,58,문자,46,␠,0x9702~0x9703,0,38,18,0x1AE3D,90,70,0x1AAC0,0x2A,0x082,e2f0d9
0x9703,58,문자,46,␠,0x9702~0x9703,1,39,12,0x1AE3C,92,6B,0x1AAC0,0x2A,0x083,e2f0d9
0x9704,59,문자,47,나,0x9704~0x9705,0,08,B8,0x1AE3B,62,12,0x1AAC0,0x2A,0x084,e2f0d9
0x9705,59,문자,47,나,0x9704~0x9705,1,28,24,0x1AE3A,83,7F,0x1AAC0,0x2A,0x085,e2f0d9
0x9706,60,문자,48,는,0x9706~0x9707,0,F8,E8,0x1AE39,54,44,0x1AAC0,0x2A,0x086,e2f0d9
0x9707,60,문자,48,는,0x9706~0x9707,1,38,25,0x1AE38,95,82,0x1AAC0,0x2A,0x087,e2f0d9
0x9708,61,문자,49,␠,0x9708~0x9709,0,60,18,0x1AE37,BE,76,0x1AAC0,0x2A,0x088,e2f0d9
0x970A,62,문자,50,아,0x970A~0x970B,0,60,08,0x1AE35,C0,68,0x1AAC0,0x2A,0x08A,e2f0d9
0x970B,62,문자,50,아,0x970A~0x970B,1,12,56,0x1AE34,73,B7,0x1AAC0,0x2A,0x08B,e2f0d9
0x970C,63,문자,51,직,0x970C~0x970D,0,60,28,0x1AE33,C2,8A,0x1AAC0,0x2A,0x08C,e2f0d9
0x970D,63,문자,51,직,0x970C~0x970D,1,12,E0,0x1AE32,75,43,0x1AAC0,0x2A,0x08D,e2f0d9
0x970E,64,문자,52,␠,0x970E~0x970F,0,D8,18,0x1AE31,3C,7C,0x1AAC0,0x2A,0x08E,e2f0d9
0x970F,64,문자,52,␠,0x970E~0x970F,1,18,12,0x1AE30,7D,77,0x1AAC0,0x2A,0x08F,e2f0d9
0x9710,65,문자,53,자,0x9710~0x9711,0,38,08,0x1AE2F,9E,6E,0x1AAC0,0x2A,0x090,e2f0d9
0x9711,65,문자,53,자,0x9710~0x9711,1,28,DF,0x1AE2E,8F,46,0x1AAC0,0x2A,0x091,e2f0d9
